epoch,step,loss,lr
0,198,203.670044,1e-05
0,199,382.15921,1e-05
0,200,196.519211,1e-05
0,201,229.528122,1e-05
0,202,250.043213,1e-05
0,203,115.343811,1e-05
0,204,144.061722,1e-05
0,205,146.282043,1e-05
0,206,136.343872,1e-05
0,207,102.882332,1e-05
0,208,170.721054,1e-05
0,209,253.625061,1e-05
0,210,104.146683,1e-05
0,211,343.383118,1e-05
0,212,115.661011,1e-05
0,213,109.213585,1e-05
0,214,208.75798,1e-05
0,215,217.775284,1e-05
0,216,146.832733,1e-05
0,217,281.391876,1e-05
0,218,152.107849,1e-05
0,219,135.519699,1e-05
0,220,195.844604,1e-05
0,221,187.229645,1e-05
0,222,195.810226,1e-05
0,223,131.451324,1e-05
0,224,131.946533,1e-05
0,225,114.094925,1e-05
0,226,194.059662,1e-05
0,227,267.772736,1e-05
0,228,192.103622,1e-05
0,229,256.656281,1e-05
0,230,107.568069,1e-05
0,231,196.292755,1e-05
0,232,83.043808,1e-05
0,233,63.707424,1e-05
0,234,187.263458,1e-05
0,235,101.524559,1e-05
0,236,110.188049,1e-05
0,237,220.119278,1e-05
0,238,114.621117,1e-05
0,239,269.981506,1e-05
0,240,224.389252,1e-05
0,241,135.762634,1e-05
0,242,126.068283,1e-05
0,243,123.087898,1e-05
0,244,58.316994,1e-05
0,245,126.330513,1e-05
0,246,93.028725,1e-05
0,247,101.701317,1e-05
0,248,123.95504,1e-05
0,249,86.988464,1e-05
0,250,79.882858,1e-05
0,251,77.92614,1e-05
0,252,77.307198,1e-05
0,253,283.617493,1e-05
0,254,89.792259,1e-05
0,255,113.402847,1e-05
0,256,115.686325,1e-05
0,257,394.596924,1e-05
0,258,149.448746,1e-05
0,259,154.364212,1e-05
0,260,81.989517,1e-05
0,261,95.05304,1e-05
0,262,199.213593,1e-05
0,263,262.81427,1e-05
0,264,90.673912,1e-05
0,265,113.532318,1e-05
0,266,175.025345,1e-05
0,267,95.067017,1e-05
0,268,244.988464,1e-05
0,269,208.963272,1e-05
0,270,109.137024,1e-05
0,271,105.646149,1e-05
0,272,192.548935,1e-05
0,273,143.156708,1e-05
0,274,74.409607,1e-05
0,275,200.291412,1e-05
0,276,94.8396,1e-05
0,277,366.742706,1e-05
0,278,131.464508,1e-05
0,279,162.28862,1e-05
0,280,153.414825,1e-05
0,281,163.625443,1e-05
0,282,214.530106,1e-05
0,283,104.63076,1e-05
0,284,118.112152,1e-05
0,285,95.9711,1e-05
0,286,173.855682,1e-05
0,287,177.868149,1e-05
0,288,129.511002,1e-05
0,289,139.50061,1e-05
0,290,152.869583,1e-05
0,291,202.04126,1e-05
0,292,63.717457,1e-05
0,293,174.451782,1e-05
0,294,126.719078,1e-05
0,295,88.147392,1e-05
0,296,106.061661,1e-05
0,297,96.684105,1e-05
0,298,123.123413,1e-05
0,299,125.05864,1e-05
0,300,154.437515,1e-05
0,301,114.498688,1e-05
0,302,128.826157,1e-05
0,303,50.801952,1e-05
0,304,117.734451,1e-05
0,305,80.539253,1e-05
0,306,84.872047,1e-05
0,307,130.286743,1e-05
0,308,137.209473,1e-05
0,309,99.744324,1e-05
0,310,89.332787,1e-05
0,311,65.745071,1e-05
0,312,79.679001,1e-05
0,313,150.247543,1e-05
0,314,71.480858,1e-05
0,315,132.125565,1e-05
0,316,153.747314,1e-05
0,317,126.137184,1e-05
0,318,114.503601,1e-05
0,319,107.787163,1e-05
0,320,276.557922,1e-05
0,321,133.576004,1e-05
0,322,75.656967,1e-05
0,323,77.852295,1e-05
0,324,47.141193,1e-05
0,325,159.30751,1e-05
0,326,50.120064,1e-05
0,327,74.046097,1e-05
0,328,176.433411,1e-05
0,329,112.141624,1e-05
0,330,115.435394,1e-05
0,331,78.560638,1e-05
0,332,149.087555,1e-05
0,333,154.447968,1e-05
0,334,162.174561,1e-05
0,335,101.75692,1e-05
0,336,100.545494,1e-05
0,337,109.452286,1e-05
0,338,116.425461,1e-05
0,339,119.829948,1e-05
0,340,138.174088,1e-05
0,341,118.526978,1e-05
0,342,122.641914,1e-05
0,343,90.893097,1e-05
0,344,86.290504,1e-05
0,345,121.008743,1e-05
0,346,80.029549,1e-05
0,347,79.907272,1e-05
0,348,136.697586,1e-05
0,349,133.181885,1e-05
0,350,229.393372,1e-05
0,351,180.74823,1e-05
0,352,101.212173,1e-05
0,353,97.093842,1e-05
0,354,71.690826,1e-05
0,355,66.362968,1e-05
0,356,47.099899,1e-05
0,357,65.345078,1e-05
0,358,89.461784,1e-05
0,359,111.923897,1e-05
0,360,77.720459,1e-05
0,361,100.034935,1e-05
0,362,161.927673,1e-05
0,363,129.084061,1e-05
0,364,141.255264,1e-05
0,365,116.195572,1e-05
0,366,142.513229,1e-05
0,367,108.409233,1e-05
0,368,153.978729,1e-05
0,369,82.881851,1e-05
0,370,99.548775,1e-05
0,371,66.684967,1e-05
0,372,121.361938,1e-05
0,373,110.91346,1e-05
0,374,141.652924,1e-05
0,375,150.001663,1e-05
0,376,108.115959,1e-05
0,377,66.944221,1e-05
0,378,170.269104,1e-05
0,379,130.897568,1e-05
0,380,157.396851,1e-05
0,381,189.306946,1e-05
0,382,126.169998,1e-05
0,383,77.337273,1e-05
0,384,60.144035,1e-05
0,385,79.689217,1e-05
0,386,100.354721,1e-05
0,387,127.884689,1e-05
0,388,136.820374,1e-05
0,389,81.983566,1e-05
0,390,136.149673,1e-05
0,391,76.54496,1e-05
0,392,117.709167,1e-05
0,393,116.122589,1e-05
0,394,157.75885,1e-05
0,395,92.324883,1e-05
0,396,66.668434,1e-05
0,397,130.575348,1e-05
0,398,128.520905,1e-05
0,399,70.890114,1e-05
0,400,93.842224,1e-05
0,401,135.898041,1e-05
0,402,132.290329,1e-05
0,403,132.202347,1e-05
0,404,144.80864,1e-05
0,405,65.339401,1e-05
0,406,65.959656,1e-05
0,407,71.814468,1e-05
0,408,53.237133,1e-05
0,409,37.123772,1e-05
0,410,176.959534,1e-05
0,411,100.433083,1e-05
0,412,110.756004,1e-05
0,413,75.643616,1e-05
0,414,45.435146,1e-05
0,415,140.009506,1e-05
0,416,104.92968,1e-05
0,417,57.135933,1e-05
0,418,62.729511,1e-05
0,419,103.743088,1e-05
0,420,122.914665,1e-05
0,421,79.557343,1e-05
0,422,107.157166,1e-05
0,423,92.034317,1e-05
0,424,90.11779,1e-05
0,425,134.805084,1e-05
0,426,185.505707,1e-05
0,427,92.414413,1e-05
0,428,67.6408,1e-05
0,429,148.814346,1e-05
0,430,95.461205,1e-05
0,431,112.43763,1e-05
0,432,55.000072,1e-05
0,433,125.581909,1e-05
0,434,107.327072,1e-05
0,435,133.544205,1e-05
0,436,77.611565,1e-05
0,437,111.64534,1e-05
0,438,105.342918,1e-05
0,439,53.101547,1e-05
0,440,168.574265,1e-05
0,441,82.196693,1e-05
0,442,67.433838,1e-05
0,443,42.281799,1e-05
0,444,60.140671,1e-05
0,445,98.578842,1e-05
0,446,72.157097,1e-05
0,447,101.929718,1e-05
0,448,145.091873,1e-05
0,449,124.234734,1e-05
0,450,81.555954,1e-05
0,451,80.072968,1e-05
0,452,50.245983,1e-05
0,453,115.989517,1e-05
0,454,105.885674,1e-05
0,455,44.715466,1e-05
0,456,141.638916,1e-05
0,457,140.342056,1e-05
0,458,103.318443,1e-05
0,459,69.608978,1e-05
0,460,72.555641,1e-05
0,461,165.562759,1e-05
0,462,69.488251,1e-05
0,463,84.907227,1e-05
0,464,82.585098,1e-05
0,465,65.886307,1e-05
0,466,59.63409,1e-05
0,467,107.134132,1e-05
0,468,113.394409,1e-05
0,469,55.242256,1e-05
0,470,106.612579,1e-05
0,471,77.275719,1e-05
0,472,39.758926,1e-05
0,473,54.504635,1e-05
0,474,168.307968,1e-05
0,475,75.226654,1e-05
0,476,167.860504,1e-05
0,477,94.310471,1e-05
0,478,68.618233,1e-05
0,479,80.816109,1e-05
0,480,163.119278,1e-05
0,481,100.625641,1e-05
0,482,82.687164,1e-05
0,483,83.523041,1e-05
0,484,99.236938,1e-05
0,485,108.279663,1e-05
0,486,37.19384,1e-05
0,487,123.824066,1e-05
0,488,44.301659,1e-05
0,489,94.202637,1e-05
0,490,138.509323,1e-05
0,491,69.918961,1e-05
0,492,87.772583,1e-05
0,493,144.289932,1e-05
0,494,107.822052,1e-05
0,495,98.468712,1e-05
0,496,38.185001,1e-05
0,497,76.211235,1e-05
0,498,140.149918,1e-05
0,499,130.548767,1e-05
0,500,87.886993,1e-05
0,501,60.864494,1e-05
0,502,77.682999,1e-05
0,503,40.537403,1e-05
0,504,60.967197,1e-05
0,505,58.007336,1e-05
0,506,37.433922,1e-05
0,507,62.691544,1e-05
0,508,45.526215,1e-05
0,509,109.564438,1e-05
0,510,95.354584,1e-05
0,511,64.372787,1e-05
0,512,65.060402,1e-05
0,513,79.899971,1e-05
0,514,94.186859,1e-05
0,515,90.285439,1e-05
0,516,53.887001,1e-05
0,517,105.602425,1e-05
0,518,145.662613,1e-05
0,519,87.035416,1e-05
0,520,75.052605,1e-05
0,521,70.749428,1e-05
0,522,130.143066,1e-05
0,523,109.596077,1e-05
0,524,52.24157,1e-05
0,525,74.774483,1e-05
0,526,79.538147,1e-05
0,527,102.93428,1e-05
0,528,66.510643,1e-05
0,529,82.306946,1e-05
0,530,64.540787,1e-05
0,531,37.332424,1e-05
0,532,76.200127,1e-05
0,533,83.547234,1e-05
0,534,32.374763,1e-05
0,535,77.670609,1e-05
0,536,83.803139,1e-05
0,537,56.288994,1e-05
0,538,63.959667,1e-05
0,539,57.042763,1e-05
0,540,107.073631,1e-05
0,541,41.328762,1e-05
0,542,77.943268,1e-05
0,543,45.405731,1e-05
0,544,37.901917,1e-05
0,545,74.318802,1e-05
0,546,60.361847,1e-05
0,547,71.310677,1e-05
0,548,34.897476,1e-05
0,549,66.002808,1e-05
0,550,78.398079,1e-05
0,551,98.410507,1e-05
0,552,46.536621,1e-05
0,553,95.402359,1e-05
0,554,45.319843,1e-05
0,555,45.377651,1e-05
0,556,111.097397,1e-05
0,557,119.773666,1e-05
0,558,107.536217,1e-05
0,559,51.107735,1e-05
0,560,47.335255,1e-05
0,561,76.050797,1e-05
0,562,112.566162,1e-05
0,563,53.565609,1e-05
0,564,105.087288,1e-05
0,565,90.613647,1e-05
0,566,75.025391,1e-05
0,567,65.722763,1e-05
0,568,75.582222,1e-05
0,569,45.274632,1e-05
0,570,76.855606,1e-05
0,571,93.950623,1e-05
0,572,135.035217,1e-05
0,573,54.945808,1e-05
0,574,50.195992,1e-05
0,575,116.265961,1e-05
0,576,58.563713,1e-05
0,577,51.267269,1e-05
0,578,41.407417,1e-05
0,579,56.616512,1e-05
0,580,118.467812,1e-05
0,581,30.719347,1e-05
0,582,135.18222,1e-05
0,583,123.951263,1e-05
0,584,36.679348,1e-05
0,585,44.394051,1e-05
0,586,73.844246,1e-05
0,587,36.451019,1e-05
0,588,53.974728,1e-05
0,589,72.130775,1e-05
0,590,61.437336,1e-05
0,591,69.116211,1e-05
0,592,32.471256,1e-05
0,593,84.018036,1e-05
0,594,123.655144,1e-05
0,595,54.590954,1e-05
0,596,75.71315,1e-05
0,597,50.681042,1e-05
0,598,76.958649,1e-05
0,599,74.737518,1e-05
0,600,29.812355,1e-05
0,601,64.047867,1e-05
0,602,64.096832,1e-05
0,603,60.712326,1e-05
0,604,86.367996,1e-05
0,605,68.637871,1e-05
0,606,91.755745,1e-05
0,607,127.555801,1e-05
0,608,70.060371,1e-05
0,609,34.62571,1e-05
0,610,64.303581,1e-05
0,611,129.572174,1e-05
0,612,50.522812,1e-05
0,613,90.602577,1e-05
0,614,33.652863,1e-05
0,615,103.678192,1e-05
0,616,100.935364,1e-05
0,617,30.583122,1e-05
0,618,98.496582,1e-05
0,619,71.034248,1e-05
0,620,119.717064,1e-05
0,621,36.38987,1e-05
0,622,94.280319,1e-05
0,623,65.942146,1e-05
0,624,64.775948,1e-05
0,625,68.606171,1e-05
0,626,104.011719,1e-05
0,627,60.202763,1e-05
0,628,62.585972,1e-05
0,629,74.746437,1e-05
0,630,55.322323,1e-05
0,631,55.40453,1e-05
0,632,54.71397,1e-05
0,633,37.424355,1e-05
0,634,31.446604,1e-05
0,635,43.514175,1e-05
0,636,53.736843,1e-05
0,637,54.872593,1e-05
0,638,66.976562,1e-05
0,639,72.961761,1e-05
0,640,69.411865,1e-05
0,641,45.784878,1e-05
0,642,49.32906,1e-05
0,643,44.011635,1e-05
0,644,37.814274,1e-05
0,645,94.260445,1e-05
0,646,99.80378,1e-05
0,647,57.992432,1e-05
0,648,48.353283,1e-05
0,649,56.609203,1e-05
0,650,33.131771,1e-05
0,651,61.125851,1e-05
0,652,65.80043,1e-05
0,653,45.654369,1e-05
0,654,46.9412,1e-05
0,655,44.989548,1e-05
0,656,52.639088,1e-05
0,657,84.437225,1e-05
0,658,64.709045,1e-05
0,659,62.878326,1e-05
0,660,58.059998,1e-05
0,661,59.11459,1e-05
0,662,87.31292,1e-05
0,663,33.755341,1e-05
0,664,96.034439,1e-05
0,665,66.574219,1e-05
0,666,49.007919,1e-05
0,667,45.071495,1e-05
0,668,56.684574,1e-05
0,669,41.996971,1e-05
0,670,56.720436,1e-05
0,671,64.582077,1e-05
0,672,57.348198,1e-05
0,673,78.601891,1e-05
0,674,81.65464,1e-05
0,675,34.759941,1e-05
0,676,48.761738,1e-05
0,677,39.827499,1e-05
0,678,70.210785,1e-05
0,679,53.708076,1e-05
0,680,81.478424,1e-05
0,681,51.778805,1e-05
0,682,57.934921,1e-05
0,683,44.039001,1e-05
0,684,48.418579,1e-05
0,685,67.984138,1e-05
0,686,106.41272,1e-05
0,687,50.139999,1e-05
0,688,98.880905,1e-05
0,689,72.865234,1e-05
0,690,44.370865,1e-05
0,691,106.137009,1e-05
0,692,65.712494,1e-05
0,693,47.690041,1e-05
0,694,56.368088,1e-05
0,695,69.552368,1e-05
0,696,58.169052,1e-05
0,697,57.963566,1e-05
0,698,40.646759,1e-05
0,699,31.553703,1e-05
0,700,30.582333,1e-05
0,701,87.586662,1e-05
0,702,48.661453,1e-05
0,703,30.075092,1e-05
0,704,62.621498,1e-05
0,705,89.789673,1e-05
0,706,56.080612,1e-05
0,707,60.556553,1e-05
0,708,35.417637,1e-05
0,709,55.709763,1e-05
0,710,71.61467,1e-05
0,711,79.046555,1e-05
0,712,30.404797,1e-05
0,713,36.094849,1e-05
0,714,75.807732,1e-05
0,715,58.680389,1e-05
0,716,75.97345,1e-05
0,717,66.679283,1e-05
0,718,46.892735,1e-05
0,719,61.486301,1e-05
0,720,30.048901,1e-05
0,721,33.653435,1e-05
0,722,22.629261,1e-05
0,723,55.370506,1e-05
0,724,45.139854,1e-05
0,725,77.879387,1e-05
0,726,48.121769,1e-05
0,727,60.151855,1e-05
0,728,98.081718,1e-05
0,729,61.962952,1e-05
0,730,73.717789,1e-05
0,731,48.122452,1e-05
0,732,30.150648,1e-05
0,733,66.362488,1e-05
0,734,48.002827,1e-05
0,735,60.776375,1e-05
0,736,49.536587,1e-05
0,737,79.612152,1e-05
0,738,28.309147,1e-05
0,739,39.705353,1e-05
0,740,85.855835,1e-05
0,741,35.050884,1e-05
0,742,54.192719,1e-05
0,743,78.12429,1e-05
0,744,60.425598,1e-05
0,745,72.188988,1e-05
0,746,72.190689,1e-05
0,747,28.176716,1e-05
0,748,41.576561,1e-05
0,749,24.86161,1e-05
0,750,68.696129,1e-05
0,751,34.715004,1e-05
0,752,37.523205,1e-05
0,753,44.500656,1e-05
0,754,31.00223,1e-05
0,755,47.873222,1e-05
0,756,51.190098,1e-05
0,757,53.739395,1e-05
0,758,50.348629,1e-05
0,759,83.511337,1e-05
0,760,76.900459,1e-05
0,761,49.904415,1e-05
0,762,50.854519,1e-05
0,763,84.944893,1e-05
0,764,59.923306,1e-05
0,765,34.378941,1e-05
0,766,26.145756,1e-05
0,767,45.645088,1e-05
0,768,77.946793,1e-05
0,769,50.60297,1e-05
0,770,52.198288,1e-05
0,771,25.342522,1e-05
0,772,46.342484,1e-05
0,773,64.960434,1e-05
0,774,63.776085,1e-05
0,775,42.521458,1e-05
0,776,36.327629,1e-05
0,777,51.772171,1e-05
0,778,40.618458,1e-05
0,779,30.455124,1e-05
0,780,46.59787,1e-05
0,781,27.157391,1e-05
0,782,49.026588,1e-05
0,783,28.169443,1e-05
0,784,70.371841,1e-05
0,785,51.203236,1e-05
0,786,50.747482,1e-05
0,787,52.750404,1e-05
0,788,29.825783,1e-05
0,789,45.844788,1e-05
0,790,58.377869,1e-05
0,791,33.333099,1e-05
0,792,27.900198,1e-05
0,793,39.979248,1e-05
0,794,58.959671,1e-05
0,795,75.254562,1e-05
0,796,38.08939,1e-05
0,797,45.134514,1e-05
0,798,62.658623,1e-05
0,799,30.813208,1e-05
0,800,57.716251,1e-05
0,801,49.706856,1e-05
0,802,45.952488,1e-05
0,803,49.625694,1e-05
0,804,43.101143,1e-05
0,805,66.155457,1e-05
0,806,51.71946,1e-05
0,807,64.828049,1e-05
0,808,60.518425,1e-05
0,809,25.381512,1e-05
0,810,45.683376,1e-05
0,811,23.153496,1e-05
0,812,35.096325,1e-05
0,813,61.889244,1e-05
0,814,74.299355,1e-05
0,815,26.220798,1e-05
0,816,30.616486,1e-05
0,817,44.065411,1e-05
0,818,41.740192,1e-05
0,819,39.316879,1e-05
0,820,30.50404,1e-05
0,821,33.18,1e-05
